"ID WHO city","iso3","country","city","pm10","Year","type_of_stations","pm10_type","pm25","pm25_type","reference","latitude","longitude","population","wbinc16_text","region","date_compiled","population_source","tempcov_PM10","tempcov_PM25","latitude_pop","longitude_pop","Region","region_abbr","tempcov_PM10_grad","tempcov_PM25_grad","conc_pm25","color_pm25","conc_pm10","color_pm10"
2945,"USA","United States of America","Thomasville-Lexington",18.0998375051979,2014,"-","Converted",9.8,"Measured","Environmental Protection Agency (EPA)",35.8144454956055,-80.2624969482422,162878,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2946,"USA","United States of America","Toledo",19.3003369315631,2014,"-","Converted",10.45,"Measured","Environmental Protection Agency (EPA)",41.6440658569336,-83.5462493896484,610001,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"10-<15","yellow","<20","green"
2947,"USA","United States of America","Topeka",15.6988386524676,2014,"-","Converted",8.5,"Measured","Environmental Protection Agency (EPA)",39.0242652893066,-95.7112731933594,233870,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2949,"USA","United States of America","Trenton-Ewing",15.4218003233064,2014,"-","Converted",8.35,"Measured","Environmental Protection Agency (EPA)",40.222412109375,-74.7631683349609,366513,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2950,"USA","United States of America","Tucson",10.9891870567273,2014,"-","Converted",5.95,"Measured","Environmental Protection Agency (EPA)",32.3226623535156,-111.038391113281,980263,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2952,"USA","United States of America","Tuscaloosa",17.3610686274347,2014,"-","Converted",9.4,"Measured","Environmental Protection Agency (EPA)",33.1893501281738,-87.4842147827148,230162,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2954,"USA","United States of America","Valdosta",16.6222997496716,2014,"-","Converted",9,"Measured","Environmental Protection Agency (EPA)",30.8480567932129,-83.2944412231445,139588,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2955,"USA","United States of America","Vallejo-Fairfield",18.2845297246387,2014,"-","Converted",9.9,"Measured","Environmental Protection Agency (EPA)",38.1025085449219,-122.237976074219,413344,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2956,"USA","United States of America","Virginia Beach-Norfolk-Newport News",14.5906853358228,2014,"-","Converted",7.9,"Measured","Environmental Protection Agency (EPA)",36.8555488586426,-76.3013534545898,1676822,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2957,"USA","United States of America","Visalia-Porterville",33.0599072799023,2014,"-","Converted",17.9,"Measured","Environmental Protection Agency (EPA)",36.3321800231934,-119.291229248047,442179,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"15-<25","orange","30-<50","darkred"
2958,"USA","United States of America","Warner Robins",17.3610686274347,2014,"-","Converted",9.4,"Measured","Environmental Protection Agency (EPA)",32.605598449707,-83.5979080200195,179605,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2959,"USA","United States of America","Washington-Arlington-Alexandria",16.4145210028007,2014,"-","Converted",8.8875,"Measured","Environmental Protection Agency (EPA)",38.9218482971191,-77.0131759643555,5636232,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2960,"USA","United States of America","Waterloo-Cedar Falls",17.1763764079939,2014,"-","Converted",9.3,"Measured","Environmental Protection Agency (EPA)",42.5015411376953,-92.3160171508789,167819,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2962,"USA","United States of America","Weirton-Steubenville",19.503498372948,2014,"-","Converted",10.56,"Measured","Environmental Protection Agency (EPA)",40.3195114135742,-80.6079483032227,124454,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"10-<15","yellow","<20","green"
2964,"USA","United States of America","Wheeling",19.3926830412835,2014,"-","Converted",10.5,"Measured","Environmental Protection Agency (EPA)",40.114875793457,-80.7009735107422,147950,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"10-<15","yellow","<20","green"
2965,"USA","United States of America","Wichita",16.8531650239726,2014,"-","Converted",9.125,"Measured","Environmental Protection Agency (EPA)",37.4768905639648,-97.3664016723633,630919,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2968,"USA","United States of America","Winchester",16.6222997496716,2014,"-","Converted",9,"Measured","Environmental Protection Agency (EPA)",39.2810211181641,-78.0815734863281,128472,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2973,"USA","United States of America","Youngstown-Warren-Boardman",19.5773752607243,2014,"-","Converted",10.6,"Measured","Environmental Protection Agency (EPA)",41.1111259460449,-80.6450653076172,565773,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"10-<15","yellow","<20","green"
2974,"USA","United States of America","Yreka",16.6222997496716,2014,"-","Converted",9,"Measured","Environmental Protection Agency (EPA)",41.7268905639648,-122.633575439453,7564,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","<20","green"
2976,"URY","Uruguay","Montevideo",25.8333333333333,2014,"6 stations, unspecified","Measured",8,"Measured","Informe de Calidad de Aire, Ano 2014, Informe Annual. Intendencia de Montevideo.",-34.906665802002,-56.2083320617676,1730656,"High income","Amr_HI",2016,NA,NA,NA,NA,NA,"Americas (HIC)","Amr (HIC)",NA,NA,"<10","green","20-<30","yellow"
2977,"VEN","Venezuela, Bolivarian Republic of","Caracas",47,2012,"2 stations, unspecified","Measured",25.4477422721461,"Converted","Instituto Nacional de Estadistica Republica Bolivariana de Venezuela. Reporte Ambiental 2014.",10.4922142028809,-66.8521194458008,3518023,"Upper middle income","Amr_LM",2016,NA,NA,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",NA,NA,"25-<35","darkorange","30-<50","darkred"
NA,"ALB","Albania","Durres",17.64829886,2015,"1 Urban-Traffic","Measured",11.893518469838,"Converted","The European Environmental Agency (EEA) [downloaded 2018/04/14]",41.3199,19.4492,113249,"Upper middle income","Eur_LM",2018,"1 manual",0.909817352,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",">75%",NA,"10-<15","yellow","<20","green"
NA,"ALB","Albania","Durres",24.5317006,2016,"1 Urban-Traffic","Measured",14.29827251,"Measured","The European Environmental Agency (EEA) [downloaded 2018/04/14]",41.3199,19.4492,113249,"Upper middle income","Eur_LM",2018,"1 manual",0.924180328,0.924180328,NA,NA,"Europe (LMIC)","Eur (LMIC)",">75%",">75%","10-<15","yellow","20-<30","yellow"
NA,"ALB","Albania","Korce",45.31328782,2015,"1 Suburban-Background","Measured",30.34333976,"Measured","The European Environmental Agency (EEA) [downloaded 2018/04/14]",40.62593,20.78018,51152,"Upper middle income","Eur_LM",2018,"1 manual",0.971689498,0.971689498,NA,NA,"Europe (LMIC)","Eur (LMIC)",">75%",">75%","25-<35","darkorange","30-<50","darkred"
NA,"ALB","Albania","Korce",40.18491957,2016,"1 Suburban-Background","Measured",28.61583069,"Measured","The European Environmental Agency (EEA) [downloaded 2018/04/14]",40.62593,20.78018,51152,"Upper middle income","Eur_LM",2018,"1 manual",0.998178506,0.998064663,NA,NA,"Europe (LMIC)","Eur (LMIC)",">75%",">75%","25-<35","darkorange","30-<50","darkred"
NA,"ALB","Albania","Vlore",15.25370106,2014,"1 Urban-Background","Measured",10.2797542544844,"Converted","The European Environmental Agency (EEA) [downloaded 2018/04/14]",40.40309,19.4862,79513,"Upper middle income","Eur_LM",2018,"1 manual",0.873287671,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",">75%",NA,"10-<15","yellow","<20","green"
NA,"ALB","Albania","Vlore",19.39280784,2015,"1 Urban-Background","Measured",13.069175678446,"Converted","The European Environmental Agency (EEA) [downloaded 2018/04/14]",40.40309,19.4862,79513,"Upper middle income","Eur_LM",2018,"1 manual",0.825456621,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",">75%",NA,"10-<15","yellow","<20","green"
NA,"ALB","Albania","Vlore",22.69935708,2016,"1 Urban-Background","Measured",15.2975210146927,"Converted","The European Environmental Agency (EEA) [downloaded 2018/04/14]",40.40309,19.4862,79513,"Upper middle income","Eur_LM",2018,"1 manual",0.99965847,NA,NA,NA,"Europe (LMIC)","Eur (LMIC)",">75%",NA,"15-<25","orange","20-<30","yellow"
NA,"ALB","Albania","Vrith",19.51613587,2015,"1 Urban-Background","Measured",13.23632112,"Measured","The European Environmental Agency (EEA) [downloaded 2018/04/14]",42.3139,19.52342,79513,"Upper middle income","Eur_LM",2018,"1 calculated",0.90890411,0.90890411,NA,NA,"Europe (LMIC)","Eur (LMIC)",">75%",">75%","10-<15","yellow","<20","green"
NA,"AND","Andorra","Escaldes-Engordany",27.50294741,2012,"1 Urban-Background","Measured",18.3204741367604,"Converted","The European Environmental Agency (EEA) [downloaded 2018/04/14]",42.509694,1.539138,37466.87890625,"High income","Eur_HI",2018,"1 old database",1,NA,NA,NA,"Europe (HIC)","Eur (HIC)",">75%",NA,"15-<25","orange","20-<30","yellow"
NA,"AND","Andorra","Escaldes-Engordany",21.517041995,2014,"1 Urban-Background","Measured",11,"Measured","Govern D'Andorra, Ministeri de Medi Ambient, Agricultura i Sostenibilitat, The European Environmental Agency (EEA) [downloaded 2018/04/14]",42.509694,1.539138,37466.87890625,"High income","Eur_HI",2018,"2 old database",1,NA,NA,NA,"Europe (HIC)","Eur (HIC)",">75%",NA,"10-<15","yellow","20-<30","yellow"
NA,"AND","Andorra","Escaldes-Engordany",23.77147596,2015,"1 Urban-Background","Measured",11.3,"Measured","Govern D'Andorra, Ministeri de Medi Ambient, Agricultura i Sostenibilitat, The European Environmental Agency (EEA) [downloaded 2018/04/14]",42.509694,1.539138,37466.87890625,"High income","Eur_HI",2018,"2 old database",1,NA,NA,NA,"Europe (HIC)","Eur (HIC)",">75%",NA,"10-<15","yellow","20-<30","yellow"
NA,"AND","Andorra","Escaldes-Engordany",22.82947626,2016,"1 Urban-Background","Measured",11.5,"Measured","Govern D'Andorra, Ministeri de Medi Ambient, Agricultura i Sostenibilitat, The European Environmental Agency (EEA) [downloaded 2018/04/14]",42.509694,1.539138,37466.87890625,"High income","Eur_HI",2018,"2 old database",0.999772313,NA,NA,NA,"Europe (HIC)","Eur (HIC)",">75%",NA,"10-<15","yellow","20-<30","yellow"
NA,"AND","Andorra","Escaldes-Engordany",18.9,2017,"","Measured",10.3,"Measured","Govern D'Andorra, Ministeri de Medi Ambient, Agricultura i Sostenibilitat",42.509694,1.539138,37466.87890625,"High income","Eur_HI",2018,"1 old database",NA,NA,NA,NA,"Europe (HIC)","Eur (HIC)",NA,NA,"10-<15","yellow","<20","green"
NA,"ARE","United Arab Emirates","Abu Dhabi",158.18,2011,"1 City Centre, 1 Industrial, 1 Road Side, 2 Urban/ Residential","Measured",64.9156262496922,"Converted","Environment Agency - Abu Dhabi",24.4181878,54.4530012,1144933,"High income","Emr_HI",2018,"5 UN 2015",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Abu Dhabi",165.3,2012,"1 City Centre, 2 Industrial, 1 Road Side, 2 Urban/ Residential","Measured",67.8376091735625,"Converted","Environment Agency - Abu Dhabi",24.4036618333333,54.4781696666667,1144933,"High income","Emr_HI",2018,"6 UN 2015",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Abu Dhabi",143.75,2013,"1 City Centre, 2 Industrial, 1 Road Side, 4 Urban/ Residential","Measured",58.9936861385336,"Converted","Environment Agency - Abu Dhabi",24.40597825,54.493532125,1144933,"High income","Emr_HI",2018,"8 UN 2015",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Abu Dhabi",108.6,2014,"1 City Centre, 2 Industrial, 1 Road Side, 4 Urban/ Residential","Measured",44.5684474062244,"Converted","Environment Agency - Abu Dhabi",24.40597825,54.493532125,1144933,"High income","Emr_HI",2018,"8 UN 2015",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,"35-<50","red",">100","darkred"
NA,"ARE","United Arab Emirates","Abu Dhabi",149.75,2015,"1 City Centre, 2 Industrial, 1 Road Side, 4 Urban/ Residential","Measured",61.4560312990985,"Converted","Environment Agency - Abu Dhabi",24.40597825,54.493532125,1144933,"High income","Emr_HI",2018,"8 UN 2015",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Al Ain",140.45,2011,"1 Road Side, 1 Urban/ Residential","Measured",57.6393963002229,"Converted","Environment Agency - Abu Dhabi",24.205931,55.7798615,435994,"High income","Emr_HI",2018,"2 old database",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Al Ain",109.925,2012,"1 City Centre, 1 Road Side, 2 Urban/ Residential","Measured",45.1122152958491,"Converted","Environment Agency - Abu Dhabi",24.237104,55.647397,435994,"High income","Emr_HI",2018,"4 old database",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,"35-<50","red",">100","darkred"
NA,"ARE","United Arab Emirates","Al Ain",127.016666666667,2013,"1 City Centre, 1 Regional Background, 1 Road Side, 3 Urban/ Residential","Measured",52.1264790796249,"Converted","Environment Agency - Abu Dhabi",24.09988,55.6179525,435994,"High income","Emr_HI",2018,"6 old database",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Al Ain",97.7,2014,"1 City Centre, 1 Regional Background, 1 Road Side, 3 Urban/ Residential","Measured",40.0951870311982,"Converted","Environment Agency - Abu Dhabi",24.09988,55.6179525,435994,"High income","Emr_HI",2018,"6 old database",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,"35-<50","red","70-<100","red"
NA,"ARE","United Arab Emirates","Al Ain",122.333333333333,2015,"1 City Centre, 1 Regional Background, 1 Road Side, 3 Urban/ Residential","Measured",50.2044818848507,"Converted","Environment Agency - Abu Dhabi",24.09988,55.6179525,435994,"High income","Emr_HI",2018,"6 old database",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Al Gharbia",159.966666666667,2011,"1 City Centre, 1 Regional Background, 1 Urban/ Residential","Measured",65.648857919727,"Converted","Environment Agency - Abu Dhabi",23.5347256666667,53.375998,670318,"High income","Emr_HI",2018,"3 manual",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Al Gharbia",179.166666666667,2012,"1 City Centre, 1 Regional Background, 1 Urban/ Residential","Measured",73.5283624335347,"Converted","Environment Agency - Abu Dhabi",23.5347256666667,53.375998,670318,"High income","Emr_HI",2018,"3 manual",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Al Gharbia",125.916666666667,2013,"1 City Centre, 1 Industrial, 1 Regional Background, 1 Regional Background / Industrial, 1 Road Side, 1 Urban/ Residential","Measured",51.6750491335213,"Converted","Environment Agency - Abu Dhabi",23.7591851666667,53.2580731666667,670318,"High income","Emr_HI",2018,"6 manual",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARE","United Arab Emirates","Al Gharbia",110.933333333333,2014,"1 City Centre, 1 Industrial, 1 Regional Background, 1 Regional Background / Industrial, 1 Road Side, 1 Urban/ Residential","Measured",45.5260260797774,"Converted","Environment Agency - Abu Dhabi",23.7591851666667,53.2580731666667,670318,"High income","Emr_HI",2018,"6 manual",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,"35-<50","red",">100","darkred"
NA,"ARE","United Arab Emirates","Al Gharbia",153.36,2015,"1 City Centre, 1 Industrial, 1 Regional Background, 1 Regional Background / Industrial, 1 Urban/ Residential","Measured",62.9375423040384,"Converted","Environment Agency - Abu Dhabi",23.6981428,53.2853144,670318,"High income","Emr_HI",2018,"5 manual",NA,NA,NA,NA,"Eastern Mediterranean (HIC)","Emr (HIC)",NA,NA,">50","darkred",">100","darkred"
NA,"ARG","Argentina","Buenos Aires",26.8787878787879,2016,"3 N.A.","Measured",12.4493077662467,"Converted","Agencia de Proteccion Ambiental",-34.6104755666667,-58.3967199666667,15180176,"Upper middle income","Amr_LM",2018,"3 UN 2015",0.916666666666667,NA,NA,NA,"Americas (LMIC)","Amr (LMIC)",">75%",NA,"10-<15","yellow","20-<30","yellow"
NA,"AUS","Australia","Adelaide",16.5333333333333,2012,"4 Residential, 2 Residential/Industry","Measured",7.3,"Measured","EPA South Australia",-34.6218833333333,138.48695,1255516,"High income","Wpr_HI",2018,"6 UN 2015",0.9845,0.992,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",">75%","<10","green","<20","green"
NA,"AUS","Australia","Adelaide",16.8714285714286,2013,"5 Residential, 2 Residential/Industry","Measured",7.25,"Measured","EPA South Australia",-34.6460714285714,138.4885,1255516,"High income","Wpr_HI",2018,"7 UN 2015",0.956714285714286,0.874,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",">75%","<10","green","<20","green"
NA,"AUS","Australia","Adelaide",16.6571428571429,2014,"5 Residential, 2 Residential/Industry","Measured",7.1,"Measured","EPA South Australia",-34.6460714285714,138.4885,1255516,"High income","Wpr_HI",2018,"7 UN 2015",0.981714285714286,0.9655,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",">75%","<10","green","<20","green"
NA,"AUS","Australia","Adelaide",16.0571428571429,2015,"5 Residential, 2 Residential/Industry","Measured",7.45,"Measured","EPA South Australia",-34.6460714285714,138.4885,1255516,"High income","Wpr_HI",2018,"7 UN 2015",0.969285714285714,0.974,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",">75%","<10","green","<20","green"
NA,"AUS","Australia","Adelaide",16.1857142857143,2016,"5 Residential, 2 Residential/Industry","Measured",6.875,"Measured","EPA South Australia",-34.6460714285714,138.4885,1255516,"High income","Wpr_HI",2018,"7 UN 2015",0.933285714285714,0.9305,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",">75%","<10","green","<20","green"
NA,"AUS","Australia","Albany",15.9,2010,"1 N.A.","Measured",6.89737174839388,"Converted","2016 Western Australia air monitoring report (June 2017)",-35.011,117.888,26644,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Albany",14.5,2011,"1 N.A.","Measured",6.29005599696297,"Converted","2016 Western Australia air monitoring report (June 2017)",-35.011,117.888,26644,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Albany",15,2012,"1 N.A.","Measured",6.50695447961686,"Converted","2016 Western Australia air monitoring report (June 2017)",-35.011,117.888,26644,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Albany",15.4,2013,"1 N.A.","Measured",6.68047326573998,"Converted","2016 Western Australia air monitoring report (June 2017)",-35.011,117.888,26644,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Albany",16,2014,"1 N.A.","Measured",6.94075144492466,"Converted","2016 Western Australia air monitoring report (June 2017)",-35.011,117.888,26644,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Albany",15.9,2015,"1 N.A.","Measured",6.89737174839388,"Converted","2016 Western Australia air monitoring report (June 2017)",-35.011,117.888,26644,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Albany",17.5,2016,"2 N.A.","Measured",7.59144689288634,"Converted","2016 Western Australia air monitoring report (June 2017)",-35.011,117.888,26644,"High income","Wpr_HI",2018,"2 old database",0.955,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Albury",15.7797222222222,2013,"1 Campaign Site","Measured",6.8451956133999,"Converted","Office of Environment and Heritage NSW Government",-36.050349,146.942048,26644,"High income","Wpr_HI",2018,"1 old database",0.986301369863014,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Albury",15.9318559556787,2014,"1 Campaign Site","Measured",6.91119076529428,"Converted","Office of Environment and Heritage NSW Government",-36.050349,146.942048,26644,"High income","Wpr_HI",2018,"1 old database",0.989041095890411,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Albury",14.5888252148997,2015,"1 Campaign Site","Measured",6.32858810562927,"Converted","Office of Environment and Heritage NSW Government",-36.050349,146.942048,26644,"High income","Wpr_HI",2018,"1 old database",0.956164383561644,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Albury",15.0531855955679,2016,"1 Campaign Site","Measured",6.53002622957231,"Converted","Office of Environment and Heritage NSW Government",-36.050349,146.942048,26644,"High income","Wpr_HI",2018,"1 old database",0.986338797814208,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Ayr",24.0097785977859,2015,"1 N.A.","Measured",10.4153690934315,"Converted","Queensland Government Data",-19.5839,147.4059,8393,"High income","Wpr_HI",2018,"1 old database",0.865617157198266,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"10-<15","yellow","20-<30","yellow"
NA,"AUS","Australia","Bathurst",15.1131868131868,2013,"1 Campaign Site","Measured",6.55605457569016,"Converted","Office of Environment and Heritage NSW Government",-33.401922,149.57459,31292,"High income","Wpr_HI",2018,"1 old database",0.997260273972603,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Bathurst",14.5911111111111,2014,"1 Campaign Site","Measured",6.32957972046879,"Converted","Office of Environment and Heritage NSW Government",-33.401922,149.57459,31292,"High income","Wpr_HI",2018,"1 old database",0.986301369863014,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Bathurst",13.4079889807163,2015,"1 Campaign Site","Measured",5.81634493071503,"Converted","Office of Environment and Heritage NSW Government",-33.401922,149.57459,31292,"High income","Wpr_HI",2018,"1 old database",0.994520547945205,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Bathurst",13.2870967741935,2016,"1 Campaign Site","Measured",5.76390225839608,"Converted","Office of Environment and Heritage NSW Government",-33.401922,149.57459,31292,"High income","Wpr_HI",2018,"1 old database",0.931693989071038,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",NA,"<10","green","<20","green"
NA,"AUS","Australia","Brisbane",15.5905605599703,2015,"9 N.A.","Measured",6.08168421437507,"Measured","Queensland Government Data",-27.3989222222222,153.077911111111,2201930,"High income","Wpr_HI",2018,"9 UN 2015",0.926078028747433,0.784793520419804,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",">75%","<10","green","<20","green"
NA,"AUS","Australia","Brisbane",15.2114077329777,2016,"7 N.A.","Measured",6.61063663064383,"Measured","Queensland Government Data",-27.3820142857143,153.076171428571,2201930,"High income","Wpr_HI",2018,"7 UN 2015",0.934503438610215,0.92808578599133,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",">75%","<10","green","<20","green"
NA,"AUS","Australia","Bunbury",17.6,2010,"1 N.A.","Measured",9.2,"Measured","2016 Western Australia air monitoring report (June 2017)",-33.3416,115.6433,64384,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Bunbury",17,2011,"1 N.A.","Measured",8,"Measured","2016 Western Australia air monitoring report (June 2017)",-33.3416,115.6433,64384,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Bunbury",17.5,2012,"1 N.A.","Measured",8.6,"Measured","2016 Western Australia air monitoring report (June 2017)",-33.3416,115.6433,64384,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Bunbury",16.8,2013,"1 N.A.","Measured",7.8,"Measured","2016 Western Australia air monitoring report (June 2017)",-33.3416,115.6433,64384,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Bunbury",16.1,2014,"1 N.A.","Measured",7.8,"Measured","2016 Western Australia air monitoring report (June 2017)",-33.3416,115.6433,64384,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Bunbury",17.5,2015,"1 N.A.","Measured",9.3,"Measured","2016 Western Australia air monitoring report (June 2017)",-33.3416,115.6433,64384,"High income","Wpr_HI",2018,"1 old database",NA,NA,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",NA,NA,"<10","green","<20","green"
NA,"AUS","Australia","Bunbury",16.5,2016,"2 N.A.","Measured",8.4,"Measured","2016 Western Australia air monitoring report (June 2017)",-33.3416,115.6433,64384,"High income","Wpr_HI",2018,"2 old database",0.975,0.997,NA,NA,"Western Pacific (HIC)","Wpr (HIC)",">75%",">75%","<10","green","<20","green"
